ID	Preference	Description
4076	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4077	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4078	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4079	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4080	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4081	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4082	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4083	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4084	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4085	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4086	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4087	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4088	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4089	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4090	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4091	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4092	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4093	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4094	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4095	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4096	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4097	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4098	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4099	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4100	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4101	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4102	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4103	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4104	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4105	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4106	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4107	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4108	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4109	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4110	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4111	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4112	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4113	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4114	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4115	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4116	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4117	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4118	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4119	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4120	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4121	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4122	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4123	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4124	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4125	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4126	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4127	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4128	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4129	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4130	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4131	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4132	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4133	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4134	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4135	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4136	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4137	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4138	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4139	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4140	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4141	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4142	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4143	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4144	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4145	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4146	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4147	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4148	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4149	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4150	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4151	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4152	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4153	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4154	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4155	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4156	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4157	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4158	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4159	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4160	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4161	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4162	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4163	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4164	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4165	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4166	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4167	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4168	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4169	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4170	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4171	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4172	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4173	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4174	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4175	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4176	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4177	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4178	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4179	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4180	auditory	I understand how to do something if someone tells me, rather than having to read the same thing to myself
4181	auditory	I understand how to do something if someone tells me
4182	auditory	I understand how to do something if someone tells me
4183	auditory	I understand how to do something if someone tells me
4184	auditory	I understand how to do something if someone tells me
4185	auditory	I understand how to do something if someone tells me
4186	auditory	I understand how to do something if someone tells me
4187	auditory	I understand how to do something if someone tells me
4188	auditory	I understand how to do something if someone tells me
4189	auditory	I understand how to do something if someone tells me
4190	auditory	I understand how to do something if someone tells me
4191	auditory	I understand how to do something if someone tells me
4192	auditory	I understand how to do something if someone tells me
4193	auditory	I understand how to do something if someone tells me
4194	auditory	I understand how to do something if someone tells me
4195	auditory	I understand how to do something if someone tells me
4196	auditory	I understand how to do something if someone tells me
4197	auditory	I understand how to do something if someone tells me
4198	auditory	I understand how to do something if someone tells me
4199	auditory	I understand how to do something if someone tells me
4200	auditory	I understand how to do something if someone tells me
4201	auditory	I understand how to do something if someone tells me
4202	auditory	I understand how to do something if someone tells me
4203	auditory	I understand how to do something if someone tells me
4204	auditory	I understand how to do something if someone tells me
4205	auditory	I understand how to do something if someone tells me
4206	auditory	I understand how to do something if someone tells me
4207	auditory	I understand how to do something if someone tells me
4208	auditory	I understand how to do something if someone tells me
4209	auditory	I understand how to do something if someone tells me
4210	auditory	I understand how to do something if someone tells me
4211	auditory	I understand how to do something if someone tells me
4212	auditory	I understand how to do something if someone tells me
4213	auditory	I understand how to do something if someone tells me
4214	auditory	I understand how to do something if someone tells me
4215	auditory	I understand how to do something if someone tells me
4216	auditory	I understand how to do something if someone tells me
4217	auditory	I understand how to do something if someone tells me
4218	auditory	I understand how to do something if someone tells me
4219	auditory	I understand how to do something if someone tells me
4220	auditory	I understand how to do something if someone tells me
4221	auditory	I understand how to do something if someone tells me
4222	auditory	I understand how to do something if someone tells me
4223	auditory	I understand how to do something if someone tells me
4224	auditory	I understand how to do something if someone tells me
4225	auditory	I understand how to do something if someone tells me
4226	auditory	I understand how to do something if someone tells me
4227	auditory	I understand how to do something if someone tells me
4228	auditory	I understand how to do something if someone tells me
4229	auditory	I understand how to do something if someone tells me
4230	auditory	I understand how to do something if someone tells me
4231	auditory	I understand how to do something if someone tells me
4232	auditory	I understand how to do something if someone tells me
4233	auditory	I understand how to do something if someone tells me
4234	auditory	I understand how to do something if someone tells me
4235	auditory	I understand how to do something if someone tells me
4236	auditory	I understand how to do something if someone tells me
4237	auditory	I understand how to do something if someone tells me
4238	auditory	I understand how to do something if someone tells me
4239	auditory	I understand how to do something if someone tells me
4240	auditory	I understand how to do something if someone tells me
4241	auditory	I understand how to do something if someone tells me
4242	auditory	I understand how to do something if someone tells me
4243	auditory	I understand how to do something if someone tells me
4244	auditory	I understand how to do something if someone tells me
4245	auditory	I understand how to do something if someone tells me
4246	auditory	I understand how to do something if someone tells me
4247	auditory	I understand how to do something if someone tells me
4248	auditory	I understand how to do something if someone tells me
4249	auditory	I understand how to do something if someone tells me
4250	auditory	I understand how to do something if someone tells me
4251	auditory	I understand how to do something if someone tells me
4252	auditory	I understand how to do something if someone tells me
4253	auditory	I understand how to do something if someone tells me
4254	auditory	I understand how to do something if someone tells me
4255	auditory	I understand how to do something if someone tells me
4256	auditory	I understand how to do something if someone tells me
4257	auditory	I understand how to do something if someone tells me
4258	auditory	I understand how to do something if someone tells me
4259	auditory	I understand how to do something if someone tells me
4260	auditory	I understand how to do something if someone tells me
4261	auditory	I understand how to do something if someone tells me
4262	auditory	I understand how to do something if someone tells me
4263	auditory	I understand how to do something if someone tells me
4264	auditory	I understand how to do something if someone tells me
4265	auditory	I understand how to do something if someone tells me
4266	auditory	I understand how to do something if someone tells me
4267	auditory	I understand how to do something if someone tells me
4268	auditory	I understand how to do something if someone tells me
4269	auditory	I understand how to do something if someone tells me
4270	auditory	I understand how to do something if someone tells me
4271	auditory	I understand how to do something if someone tells me
4272	auditory	I understand how to do something if someone tells me
4273	auditory	I understand how to do something if someone tells me
4274	auditory	I understand how to do something if someone tells me
4275	auditory	I understand how to do something if someone tells me
4276	auditory	I understand how to do something if someone tells me
4277	auditory	I understand how to do something if someone tells me
4278	auditory	I understand how to do something if someone tells me
4279	auditory	I understand how to do something if someone tells me
4280	auditory	I understand how to do something if someone tells me
4281	auditory	I understand how to do something if someone tells me
4282	auditory	I understand how to do something if someone tells me
4283	auditory	I understand how to do something if someone tells me
4284	auditory	I understand how to do something if someone tells me
4285	auditory	I understand how to do something if someone tells me
4286	auditory	I understand how to do something if someone tells me
4287	auditory	I understand how to do something if someone tells me
4288	auditory	I understand how to do something if someone tells me
4289	auditory	I understand how to do something if someone tells me
4290	auditory	I understand how to do something if someone tells me
4291	auditory	I understand how to do something if someone tells me
4292	auditory	I understand how to do something if someone tells me
4293	auditory	I understand how to do something if someone tells me
4294	auditory	I understand how to do something if someone tells me
4295	auditory	I understand how to do something if someone tells me
4296	auditory	I understand how to do something if someone tells me
4297	auditory	I understand how to do something if someone tells me
4298	auditory	I understand how to do something if someone tells me
4299	auditory	I understand how to do something if someone tells me
4300	auditory	I understand how to do something if someone tells me
4301	auditory	I understand how to do something if someone tells me
4302	auditory	I understand how to do something if someone tells me
4303	auditory	I understand how to do something if someone tells me
4304	auditory	I understand how to do something if someone tells me
4305	auditory	I understand how to do something if someone tells me
4306	auditory	I understand how to do something if someone tells me
4307	auditory	I understand how to do something if someone tells me
4308	auditory	I understand how to do something if someone tells me
4309	auditory	I understand how to do something if someone tells me
4310	auditory	I understand how to do something if someone tells me
4311	auditory	I understand how to do something if someone tells me
4312	auditory	I understand how to do something if someone tells me
4313	auditory	I understand how to do something if someone tells me
4314	auditory	I understand how to do something if someone tells me
4315	auditory	I understand how to do something if someone tells me
4316	auditory	I understand how to do something if someone tells me
4317	auditory	I understand how to do something if someone tells me
4318	auditory	I understand how to do something if someone tells me
4319	auditory	I understand how to do something if someone tells me
4320	auditory	I understand how to do something if someone tells me
4321	auditory	I understand how to do something if someone tells me
4322	auditory	I understand how to do something if someone tells me
4323	auditory	I understand how to do something if someone tells me
4324	auditory	I understand how to do something if someone tells me
4325	auditory	I understand how to do something if someone tells me
4326	auditory	I understand how to do something if someone tells me
4327	auditory	I understand how to do something if someone tells me
4328	auditory	I understand how to do something if someone tells me
4329	auditory	I understand how to do something if someone tells me
4330	auditory	I understand how to do something if someone tells me
4331	auditory	I understand how to do something if someone tells me
4332	auditory	I understand how to do something if someone tells me
4333	auditory	I understand how to do something if someone tells me
4334	auditory	I understand how to do something if someone tells me
4335	auditory	I understand how to do something if someone tells me
4336	auditory	I understand how to do something if someone tells me
4337	auditory	I understand how to do something if someone tells me
4338	auditory	I understand how to do something if someone tells me
4339	auditory	I understand how to do something if someone tells me
4340	auditory	I understand how to do something if someone tells me
4341	auditory	I understand how to do something if someone tells me
4342	auditory	I understand how to do something if someone tells me
4343	auditory	I understand how to do something if someone tells me
4344	auditory	I understand how to do something if someone tells me
4345	auditory	I understand how to do something if someone tells me
4346	auditory	I understand how to do something if someone tells me
4347	auditory	I understand how to do something if someone tells me
4348	auditory	I understand how to do something if someone tells me
4349	auditory	I understand how to do something if someone tells me
4350	auditory	I understand how to do something if someone tells me
4351	auditory	I understand how to do something if someone tells me
4352	auditory	I understand how to do something if someone tells me
4353	auditory	I understand how to do something if someone tells me
4354	auditory	I understand how to do something if someone tells me
8087	kinesthetic	I think better when I have the freedom to move around
8088	kinesthetic	I think better when I have the freedom to move around
8089	kinesthetic	I think better when I have the freedom to move around
8090	kinesthetic	I think better when I have the freedom to move around
8091	kinesthetic	I think better when I have the freedom to move around
8092	kinesthetic	I think better when I have the freedom to move around
8093	kinesthetic	I think better when I have the freedom to move around
8094	kinesthetic	I think better when I have the freedom to move around
8095	kinesthetic	I think better when I have the freedom to move around
8096	kinesthetic	I think better when I have the freedom to move around
8097	kinesthetic	I think better when I have the freedom to move around
8098	kinesthetic	I think better when I have the freedom to move around
8099	kinesthetic	I think better when I have the freedom to move around
8100	kinesthetic	I think better when I have the freedom to move around
8101	kinesthetic	I think better when I have the freedom to move around
8102	kinesthetic	I think better when I have the freedom to move around
8103	kinesthetic	I think better when I have the freedom to move around
8104	kinesthetic	I think better when I have the freedom to move around
8105	kinesthetic	I think better when I have the freedom to move around
8106	kinesthetic	I think better when I have the freedom to move around
8107	kinesthetic	I think better when I have the freedom to move around
8108	kinesthetic	I think better when I have the freedom to move around
8109	kinesthetic	I think better when I have the freedom to move around
8110	kinesthetic	I think better when I have the freedom to move around
8111	kinesthetic	I think better when I have the freedom to move around
8112	kinesthetic	I think better when I have the freedom to move around
8113	kinesthetic	I think better when I have the freedom to move around
8114	kinesthetic	I think better when I have the freedom to move around
8115	kinesthetic	I think better when I have the freedom to move around
8116	kinesthetic	I think better when I have the freedom to move around
8117	kinesthetic	I think better when I have the freedom to move around
8118	kinesthetic	I think better when I have the freedom to move around
8119	kinesthetic	I think better when I have the freedom to move around
8120	kinesthetic	I think better when I have the freedom to move around
8121	kinesthetic	I think better when I have the freedom to move around
8122	kinesthetic	I think better when I have the freedom to move around
8123	kinesthetic	I think better when I have the freedom to move around
8124	kinesthetic	I think better when I have the freedom to move around
8125	kinesthetic	I think better when I have the freedom to move around
8126	kinesthetic	I think better when I have the freedom to move around
8127	kinesthetic	I think better when I have the freedom to move around
8128	kinesthetic	I think better when I have the freedom to move around
8129	kinesthetic	I think better when I have the freedom to move around
8130	kinesthetic	I think better when I have the freedom to move around
8131	kinesthetic	I think better when I have the freedom to move around
8132	kinesthetic	I think better when I have the freedom to move around
8133	kinesthetic	I think better when I have the freedom to move around
8134	kinesthetic	I think better when I have the freedom to move around
8135	kinesthetic	I think better when I have the freedom to move around
8136	kinesthetic	I think better when I have the freedom to move around
8137	kinesthetic	I think better when I have the freedom to move around
8138	kinesthetic	I think better when I have the freedom to move around
8139	kinesthetic	I think better when I have the freedom to move around
8140	kinesthetic	I think better when I have the freedom to move around
8141	kinesthetic	I think better when I have the freedom to move around
8142	kinesthetic	I think better when I have the freedom to move around
8143	kinesthetic	I think better when I have the freedom to move around
8144	kinesthetic	I think better when I have the freedom to move around
8145	kinesthetic	I think better when I have the freedom to move around
8146	kinesthetic	I think better when I have the freedom to move around
8147	kinesthetic	I think better when I have the freedom to move around
8148	kinesthetic	I think better when I have the freedom to move around
8149	kinesthetic	I think better when I have the freedom to move around
8150	kinesthetic	I think better when I have the freedom to move around
8151	kinesthetic	I think better when I have the freedom to move around
8152	kinesthetic	I think better when I have the freedom to move around
8153	kinesthetic	I think better when I have the freedom to move around
8154	kinesthetic	I think better when I have the freedom to move around
8155	kinesthetic	I think better when I have the freedom to move around
8156	kinesthetic	I think better when I have the freedom to move around
8157	kinesthetic	I think better when I have the freedom to move around
8158	kinesthetic	I think better when I have the freedom to move around
8159	kinesthetic	I think better when I have the freedom to move around
8160	kinesthetic	I think better when I have the freedom to move around
8161	kinesthetic	I think better when I have the freedom to move around
8162	kinesthetic	I think better when I have the freedom to move around
8163	kinesthetic	I think better when I have the freedom to move around
8164	kinesthetic	I think better when I have the freedom to move around
8165	kinesthetic	I think better when I have the freedom to move around
8166	kinesthetic	I think better when I have the freedom to move around
8167	kinesthetic	I think better when I have the freedom to move around
8168	kinesthetic	I think better when I have the freedom to move around
8169	kinesthetic	I think better when I have the freedom to move around
8170	kinesthetic	I think better when I have the freedom to move around
8171	kinesthetic	I think better when I have the freedom to move around
8172	kinesthetic	I think better when I have the freedom to move around
8173	kinesthetic	I think better when I have the freedom to move around
8174	kinesthetic	I think better when I have the freedom to move around
8175	kinesthetic	I think better when I have the freedom to move around
8176	kinesthetic	I think better when I have the freedom to move around
8177	kinesthetic	I think better when I have the freedom to move around
8178	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8179	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8180	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8181	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8182	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8183	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8184	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8185	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8186	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8187	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8188	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8189	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8190	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8191	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8192	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8193	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8194	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8195	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8196	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8197	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8198	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8199	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8200	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8201	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8202	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8203	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8204	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8205	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8206	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8207	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8208	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8209	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8210	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8211	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8212	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8213	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8214	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8215	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8216	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8217	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8218	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8219	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8220	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8221	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8222	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8223	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8224	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8225	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8226	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8227	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8228	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8229	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8230	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8231	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8232	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8233	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8234	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8235	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8236	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8237	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8238	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8239	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8240	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8241	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8242	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8243	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8244	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
8245	kinesthetic	When I can’t think of a specific word, I’ll use my hands a lot and call something a “what-cha-ma-call-it” or a “thing-a-ma-jig”
